job_gpu,total_free,queue_length,running_jobs,max_free_node,variance_free,can_fit_now,gpu_fit_ratio,fragmentation,queue_pressure,node_availability,avg_free_per_node,wait_time,arrival_time,run_id
8,0,7,8,0,0.0,0,0.0,0.0,47.0,0.0,0.0,28,83,2
3,2,11,7,2,0.4375,0,0.6666664444445185,0.6614378277661477,22.0,0.0,0.25,15,103,2
3,2,10,7,2,0.4375,0,0.6666664444445185,0.6614378277661477,21.0,0.0,0.25,14,103,2
6,0,8,8,0,0.0,0,0.0,0.0,55.0,0.0,0.0,29,83,2
1,0,9,6,0,0.0,0,0.0,0.0,51.0,0.0,0.0,2,110,2
7,0,11,8,0,0.0,0,0.0,0.0,71.0,0.0,0.0,35,85,2
1,0,10,7,0,0.0,0,0.0,0.0,46.0,0.0,0.0,6,122,2
6,2,8,7,2,0.4375,0,0.33333327777778704,0.6614378277661477,16.666666666666668,0.0,0.25,17,103,2
6,0,9,8,0,0.0,0,0.0,0.0,61.0,0.0,0.0,33,84,2
1,0,14,7,0,0.0,0,0.0,0.0,66.0,0.0,0.0,4,127,2
2,0,9,7,0,0.0,0,0.0,0.0,49.0,0.0,0.0,15,113,2
3,0,12,7,0,0.0,0,0.0,0.0,63.0,0.0,0.0,14,116,2
5,8,10,5,4,2.0,1,1.0,1.4142135623730951,5.777777777777778,0.0,1.0,25,111,2
5,0,8,6,0,0.0,0,0.0,0.0,46.0,0.0,0.0,22,109,2
2,9,13,5,4,1.859375,1,1.0,1.3635890143294642,6.6,0.375,1.125,18,117,2
1,6,13,7,3,0.9375,1,1.0,0.9682458365518543,9.0,0.5,0.75,0,136,2
7,0,8,7,0,0.0,0,0.0,0.0,42.0,0.0,0.0,24,113,2
1,0,14,8,0,0.0,0,0.0,0.0,71.0,0.0,0.0,7,139,2
7,2,9,7,2,0.4375,0,0.285714244897965,0.6614378277661477,18.666666666666668,0.0,0.25,32,103,2
4,0,12,7,0,0.0,0,0.0,0.0,55.0,0.0,0.0,25,123,2
2,0,15,7,0,0.0,0,0.0,0.0,67.0,0.0,0.0,14,127,2
3,0,9,7,0,0.0,0,0.0,0.0,43.0,0.0,0.0,20,122,2
3,1,12,8,1,0.109375,0,0.33333322222225925,0.33071891388307384,30.5,0.0,0.125,14,134,2
4,1,11,8,1,0.109375,0,0.24999993750001562,0.33071891388307384,28.5,0.0,0.125,21,134,2
1,0,17,8,0,0.0,0,0.0,0.0,80.0,0.0,0.0,11,145,2
4,0,10,7,0,0.0,0,0.0,0.0,51.0,0.0,0.0,32,114,2
2,0,14,8,0,0.0,0,0.0,0.0,68.0,0.0,0.0,13,143,2
1,3,14,7,2,0.484375,1,1.0,0.6959705453537527,17.5,0.25,0.375,8,142,2
2,9,13,6,4,1.609375,1,1.0,1.2686114456365274,6.4,0.25,1.125,21,135,2
3,0,17,9,0,0.0,0,0.0,0.0,82.0,0.0,0.0,12,147,2
8,0,11,7,0,0.0,0,0.0,0.0,55.0,0.0,0.0,38,115,2
7,0,13,7,0,0.0,0,0.0,0.0,59.0,0.0,0.0,27,127,2
4,0,15,8,0,0.0,0,0.0,0.0,70.0,0.0,0.0,17,144,2
6,6,12,7,3,0.9375,1,0.9999998333333611,0.9682458365518543,8.142857142857142,0.0,0.75,30,136,2
2,1,18,8,1,0.109375,0,0.499999750000125,0.33071891388307384,43.5,0.0,0.125,17,150,2
7,6,14,7,3,0.9375,0,0.857142734693895,0.9682458365518543,9.142857142857142,0.0,0.75,38,136,2
7,7,13,7,4,1.859375,1,0.9999998571428775,1.3635890143294642,8.125,0.0,0.875,41,137,2
5,7,18,7,2,0.609375,1,1.0,0.7806247497997998,10.625,0.0,0.875,24,148,2
8,0,11,7,0,0.0,0,0.0,0.0,47.0,0.0,0.0,50,123,2
6,0,16,8,0,0.0,0,0.0,0.0,74.0,0.0,0.0,42,144,2
4,0,17,9,0,0.0,0,0.0,0.0,83.0,0.0,0.0,31,149,2
6,0,13,8,0,0.0,0,0.0,0.0,65.0,0.0,0.0,44,138,2
6,0,18,8,0,0.0,0,0.0,0.0,81.0,0.0,0.0,43,145,2
6,23,0,2,4,2.859375,1,1.0,1.6909686573085854,0.0,0.0,2.875,0,5,3
3,17,0,3,4,3.609375,1,1.0,1.899835519196333,0.0,0.5,2.125,0,7,3
6,32,0,0,4,0.0,1,1.0,0.0,0.0,0.0,4.0,0,0,3
8,14,0,4,4,3.4375,1,1.0,1.8540496217739157,0.0,0.0,1.75,0,8,3
2,6,0,5,4,1.9375,1,1.0,1.3919410907075054,0.0,0.25,0.75,0,9,3
3,32,1,0,4,0.0,1,1.0,0.0,0.18181818181818182,1.0,4.0,0,0,3
7,13,0,4,4,2.984375,1,1.0,1.7275343701356567,0.0,0.0,1.625,0,12,3
1,20,0,3,4,2.75,1,1.0,1.6583123951777,0.0,0.75,2.5,0,15,3
7,19,0,4,4,2.484375,1,1.0,1.5761900266148114,0.0,0.0,2.375,0,17,3
1,14,1,4,4,3.4375,1,1.0,1.8540496217739157,0.4,0.5,1.75,0,21,3
2,7,0,6,4,1.859375,1,1.0,1.3635890143294642,0.0,0.25,0.875,0,23,3
6,14,0,4,4,3.4375,1,1.0,1.8540496217739157,0.0,0.0,1.75,0,21,3
3,9,0,7,3,1.359375,1,1.0,1.165922381636102,0.0,0.125,1.125,0,25,3
7,24,1,2,4,2.0,1,1.0,1.4142135623730951,0.12,0.0,3.0,0,20,3
3,24,0,2,4,2.0,1,1.0,1.4142135623730951,0.0,0.625,3.0,0,20,3
2,3,2,8,2,0.484375,1,1.0,0.6959705453537527,3.0,0.125,0.375,0,31,3
1,14,2,4,4,3.4375,1,1.0,1.8540496217739157,0.4666666666666667,0.5,1.75,0,21,3
5,3,1,8,2,0.484375,0,0.599999880000024,0.6959705453537527,1.75,0.0,0.375,5,30,3
6,9,2,7,4,1.609375,1,1.0,1.2686114456365274,1.2,0.0,1.125,2,34,3
1,7,1,7,4,2.359375,1,1.0,1.5360257159305635,0.75,0.25,0.875,0,36,3
3,5,0,7,4,1.734375,1,1.0,1.3169567191065923,0.0,0.125,0.625,0,24,3
4,6,0,8,2,0.9375,1,1.0,0.9682458365518543,0.0,0.0,0.75,0,26,3
5,5,2,7,2,0.484375,1,0.99999980000004,0.6959705453537527,2.5,0.0,0.625,0,40,3
1,5,1,7,2,0.484375,1,1.0,0.6959705453537527,1.3333333333333333,0.5,0.625,0,38,3
1,0,2,8,0,0.0,0,0.0,0.0,15.0,0.0,0.0,1,41,3
7,2,0,9,2,0.4375,0,0.285714244897965,0.6614378277661477,0.0,0.0,0.25,7,27,3
6,6,1,6,3,1.1875,1,0.9999998333333611,1.0897247358851685,1.0,0.0,0.75,0,44,3
7,5,1,7,2,0.484375,0,0.7142856122449125,0.6959705453537527,1.3333333333333333,0.0,0.625,7,39,3
4,6,2,6,3,1.1875,1,1.0,1.0897247358851685,1.8571428571428572,0.0,0.75,7,44,3
1,9,3,5,3,1.109375,1,1.0,1.0532687216470449,1.8,0.625,1.125,0,46,3
8,7,2,7,4,2.359375,0,0.8749998906250137,1.5360257159305635,0.875,0.0,0.875,6,36,3
5,1,2,7,1,0.109375,0,0.199999960000008,0.33071891388307384,5.5,0.0,0.125,4,47,3
3,1,3,6,1,0.109375,0,0.33333322222225925,0.33071891388307384,10.0,0.0,0.125,2,56,3
1,14,4,4,4,1.9375,1,1.0,1.3919410907075054,1.5333333333333334,0.75,1.75,1,57,3
6,3,4,5,1,0.234375,0,0.49999991666668053,0.4841229182759271,5.75,0.0,0.375,12,49,3
7,0,2,7,0,0.0,0,0.0,0.0,11.0,0.0,0.0,12,45,3
7,2,3,6,1,0.1875,0,0.285714244897965,0.4330127018922193,5.333333333333333,0.0,0.25,9,48,3
2,6,7,6,3,1.6875,1,1.0,1.299038105676658,6.714285714285714,0.25,0.75,0,70,3
1,3,8,8,3,0.984375,1,1.0,0.9921567416492215,13.25,0.125,0.375,0,72,3
3,1,2,6,1,0.109375,0,0.33333322222225925,0.33071891388307384,5.0,0.0,0.125,1,60,3
4,1,1,6,1,0.109375,0,0.24999993750001562,0.33071891388307384,3.0,0.0,0.125,8,59,3
7,0,2,7,0,0.0,0,0.0,0.0,12.0,0.0,0.0,11,62,3
3,3,5,6,2,0.484375,1,0.9999996666667778,0.6959705453537527,9.5,0.0,0.375,0,69,3
2,0,4,7,0,0.0,0,0.0,0.0,27.0,0.0,0.0,2,65,3
2,3,7,8,3,0.984375,1,1.0,0.9921567416492215,12.75,0.125,0.375,0,72,3
1,3,6,6,2,0.484375,1,1.0,0.6959705453537527,10.25,0.25,0.375,1,69,3
4,2,9,6,2,0.4375,0,0.49999987500003124,0.6614378277661477,19.0,0.0,0.25,3,83,3
1,4,13,5,2,0.75,1,1.0,0.8660254037844386,16.0,0.25,0.5,2,86,3
7,3,4,6,2,0.484375,0,0.4285713673469475,0.6959705453537527,7.75,0.0,0.375,7,69,3
3,0,14,6,0,0.0,0,0.0,0.0,86.0,0.0,0.0,2,89,3
8,9,3,5,3,1.609375,1,1.0,1.2686114456365274,1.3,0.0,1.125,18,61,3
8,0,3,7,0,0.0,0,0.0,0.0,19.0,0.0,0.0,16,63,3
4,0,7,10,0,0.0,0,0.0,0.0,52.0,0.0,0.0,5,75,3
8,8,5,5,4,1.5,1,0.9999998750000157,1.224744871391589,3.2222222222222223,0.0,1.0,29,67,3
5,3,6,8,3,0.984375,0,0.599999880000024,0.9921567416492215,11.5,0.0,0.375,26,71,3
3,4,16,5,2,0.5,1,1.0,0.7071067811865476,19.4,0.0,0.5,0,100,3
4,2,17,5,1,0.1875,0,0.49999987500003124,0.4330127018922193,33.333333333333336,0.0,0.25,2,95,3
5,7,8,9,4,2.359375,1,1.0,1.5360257159305635,7.0,0.0,0.875,29,76,3
8,3,7,6,2,0.484375,0,0.3749999531250059,0.6959705453537527,10.5,0.0,0.375,28,69,3
8,7,7,9,3,1.109375,0,0.8749998906250137,1.0532687216470449,6.375,0.0,0.875,31,73,3
3,1,15,6,1,0.109375,0,0.33333322222225925,0.33071891388307384,46.0,0.0,0.125,4,92,3
2,6,19,5,4,1.6875,1,1.0,1.299038105676658,15.714285714285714,0.125,0.75,9,105,3
3,4,17,5,2,0.5,1,1.0,0.7071067811865476,20.0,0.0,0.5,7,100,3
5,17,8,5,4,2.359375,1,1.0,1.5360257159305635,3.0,0.0,2.125,33,79,3
5,2,6,6,2,0.4375,0,0.399999920000016,0.6614378277661477,13.0,0.0,0.25,31,81,3
7,2,7,6,2,0.4375,0,0.285714244897965,0.6614378277661477,14.666666666666666,0.0,0.25,31,82,3
4,1,17,6,1,0.109375,0,0.24999993750001562,0.33071891388307384,50.0,0.0,0.125,15,101,3
6,2,8,6,2,0.4375,0,0.33333327777778704,0.6614378277661477,17.0,0.0,0.25,32,82,3
1,0,15,7,0,0.0,0,0.0,0.0,97.0,0.0,0.0,2,123,3
5,2,11,6,2,0.4375,0,0.399999920000016,0.6614378277661477,22.333333333333332,0.0,0.25,38,84,3
2,1,19,6,1,0.109375,0,0.499999750000125,0.33071891388307384,53.0,0.0,0.125,11,109,3
6,2,10,6,2,0.4375,0,0.33333327777778704,0.6614378277661477,20.333333333333332,0.0,0.25,37,84,3
2,6,20,5,4,1.6875,1,1.0,1.299038105676658,16.0,0.125,0.75,14,105,3
5,4,14,5,2,0.75,0,0.799999840000032,0.8660254037844386,16.2,0.0,0.5,39,86,3
1,7,16,6,4,2.359375,1,1.0,1.5360257159305635,12.25,0.25,0.875,0,125,3
2,0,15,9,0,0.0,0,0.0,0.0,98.0,0.0,0.0,4,126,3
2,0,17,9,0,0.0,0,0.0,0.0,101.0,0.0,0.0,7,126,3
1,0,16,9,0,0.0,0,0.0,0.0,100.0,0.0,0.0,4,126,3
5,0,14,6,0,0.0,0,0.0,0.0,82.0,0.0,0.0,46,87,3
1,1,16,10,1,0.109375,1,0.9999990000010001,0.33071891388307384,50.0,0.125,0.125,0,131,3
5,1,16,6,1,0.109375,0,0.199999960000008,0.33071891388307384,47.5,0.0,0.125,40,94,3
8,2,12,6,2,0.4375,0,0.24999996875000394,0.6614378277661477,24.0,0.0,0.25,53,85,3
6,4,15,5,2,0.75,0,0.6666665555555741,0.8660254037844386,17.8,0.0,0.5,52,91,3
6,9,19,5,4,1.859375,1,1.0,1.3635890143294642,11.2,0.0,1.125,40,104,3
5,10,20,4,4,1.9375,1,1.0,1.3919410907075054,9.818181818181818,0.0,1.25,31,112,3
1,7,17,9,3,1.109375,1,1.0,1.0532687216470449,13.0,0.5,0.875,6,133,3
7,17,17,3,4,2.359375,1,1.0,1.5360257159305635,5.555555555555555,0.0,2.125,54,97,3
1,6,19,6,3,0.9375,1,1.0,0.9682458365518543,17.0,0.5,0.75,1,144,3
7,4,15,5,2,0.5,0,0.57142848979593,0.7071067811865476,18.0,0.0,0.5,55,98,3
5,0,16,11,0,0.0,0,0.0,0.0,101.0,0.0,0.0,21,135,3
7,17,16,3,4,2.359375,1,1.0,1.5360257159305635,5.166666666666667,0.0,2.125,54,97,3
4,0,16,11,0,0.0,0,0.0,0.0,100.0,0.0,0.0,17,132,3
7,1,17,7,1,0.109375,0,0.1428571224489825,0.33071891388307384,47.5,0.0,0.125,53,115,3
7,9,18,5,3,1.609375,1,1.0,1.2686114456365274,9.6,0.0,1.125,48,114,3
8,1,18,6,1,0.109375,0,0.12499998437500197,0.33071891388307384,52.0,0.0,0.125,57,103,3
6,2,18,6,2,0.4375,0,0.33333327777778704,0.6614378277661477,35.333333333333336,0.0,0.25,43,119,3
3,0,19,11,0,0.0,0,0.0,0.0,119.0,0.0,0.0,32,137,3
8,4,18,6,3,1.0,0,0.4999999375000079,1.0,20.4,0.0,0.5,58,116,3
6,0,14,9,0,0.0,0,0.0,0.0,92.0,0.0,0.0,49,126,3
5,0,18,11,0,0.0,0,0.0,0.0,114.0,0.0,0.0,42,136,3
8,5,16,10,3,0.984375,0,0.6249999218750099,0.9921567416492215,16.333333333333332,0.0,0.625,43,134,3
8,0,17,11,0,0.0,0,0.0,0.0,106.0,0.0,0.0,50,135,3
4,1,19,10,1,0.109375,0,0.24999993750001562,0.33071891388307384,59.5,0.0,0.125,39,142,3
7,11,20,6,3,1.484375,1,1.0,1.2183492931011204,10.25,0.0,1.375,50,143,3
6,1,18,10,1,0.109375,0,0.16666663888889352,0.33071891388307384,56.5,0.0,0.125,45,141,3
6,6,20,6,3,0.9375,1,0.9999998333333611,0.9682458365518543,17.142857142857142,0.0,0.75,46,144,3
8,5,22,6,3,0.984375,0,0.6249999218750099,0.9921567416492215,22.0,0.0,0.625,52,149,3
4,0,20,7,0,0.0,0,0.0,0.0,123.0,0.0,0.0,46,147,3
4,6,21,6,3,0.9375,1,1.0,0.9682458365518543,18.0,0.0,0.75,49,144,3
5,0,21,7,0,0.0,0,0.0,0.0,127.0,0.0,0.0,50,147,3
4,32,2,0,4,0.0,1,1.0,0.0,0.21212121212121213,1.0,4.0,0,0,4
6,32,0,0,4,0.0,1,1.0,0.0,0.0,0.0,4.0,0,0,4
1,32,1,0,4,0.0,1,1.0,0.0,0.18181818181818182,1.0,4.0,0,0,4
2,12,1,5,4,3.75,1,1.0,1.9364916731037085,0.5384615384615384,0.375,1.5,0,9,4
7,12,0,5,4,3.75,1,1.0,1.9364916731037085,0.0,0.0,1.5,0,9,4
3,21,0,3,4,3.234375,1,1.0,1.79843682124227,0.0,0.625,2.625,0,7,4
4,3,1,7,3,0.984375,0,0.7499998125000469,0.9921567416492215,1.75,0.0,0.375,4,13,4
6,18,0,4,4,3.4375,1,1.0,1.8540496217739157,0.0,0.0,2.25,0,8,4
7,3,0,7,3,0.984375,0,0.4285713673469475,0.9921567416492215,0.0,0.0,0.375,5,10,4
5,0,3,7,0,0.0,0,0.0,0.0,13.0,0.0,0.0,5,16,4
3,7,3,6,3,1.609375,1,1.0,1.2686114456365274,2.125,0.25,0.875,2,15,4
6,7,2,6,3,1.609375,1,1.0,1.2686114456365274,1.375,0.0,0.875,5,15,4
7,0,4,7,0,0.0,0,0.0,0.0,18.0,0.0,0.0,10,16,4
7,0,5,7,0,0.0,0,0.0,0.0,25.0,0.0,0.0,12,16,4
6,7,6,5,4,2.359375,1,1.0,1.5360257159305635,4.0,0.0,0.875,15,17,4
7,2,7,6,1,0.1875,0,0.285714244897965,0.4330127018922193,13.666666666666666,0.0,0.25,15,19,4
4,1,9,6,1,0.109375,0,0.24999993750001562,0.33071891388307384,27.5,0.0,0.125,12,22,4
4,2,6,6,1,0.1875,0,0.49999987500003124,0.4330127018922193,12.333333333333334,0.0,0.25,7,18,4
2,6,8,5,2,0.6875,1,1.0,0.82915619758885,7.142857142857143,0.25,0.75,8,21,4
8,2,8,6,1,0.1875,0,0.24999996875000394,0.4330127018922193,16.0,0.0,0.25,19,19,4
4,3,5,6,3,0.984375,0,0.7499998125000469,0.9921567416492215,7.5,0.0,0.375,9,37,4
6,7,7,5,4,2.359375,1,1.0,1.5360257159305635,4.75,0.0,0.875,17,17,4
4,0,7,6,0,0.0,0,0.0,0.0,43.0,0.0,0.0,10,33,4
4,5,8,5,2,0.734375,1,1.0,0.8569568250501305,7.833333333333333,0.0,0.625,13,29,4
4,3,6,6,3,0.984375,0,0.7499998125000469,0.9921567416492215,8.5,0.0,0.375,14,37,4
8,6,9,5,2,0.6875,0,0.7499999062500118,0.82915619758885,7.428571428571429,0.0,0.75,19,21,4
2,4,6,5,4,1.75,1,1.0,1.3228756555322954,5.6,0.125,0.5,10,43,4
6,7,9,5,4,1.859375,1,1.0,1.3635890143294642,6.875,0.0,0.875,20,26,4
4,10,7,4,3,1.1875,1,1.0,1.0897247358851685,2.909090909090909,0.0,1.25,10,46,4
1,0,7,6,0,0.0,0,0.0,0.0,31.0,0.0,0.0,5,48,4
2,1,7,6,1,0.109375,0,0.499999750000125,0.33071891388307384,19.0,0.0,0.125,14,39,4
6,0,6,6,0,0.0,0,0.0,0.0,26.0,0.0,0.0,15,45,4
3,5,8,7,4,1.734375,1,1.0,1.3169567191065923,7.0,0.125,0.625,6,56,4
3,0,8,6,0,0.0,0,0.0,0.0,32.0,0.0,0.0,13,49,4
8,1,6,6,1,0.109375,0,0.12499998437500197,0.33071891388307384,15.0,0.0,0.125,18,39,4
5,0,6,6,0,0.0,0,0.0,0.0,26.0,0.0,0.0,13,47,4
1,11,7,5,4,2.234375,1,1.0,1.4947825928876748,2.75,0.5,1.375,8,60,4
4,0,9,6,0,0.0,0,0.0,0.0,35.0,0.0,0.0,12,50,4
6,6,9,5,3,1.1875,1,0.9999998333333611,1.0897247358851685,5.0,0.0,0.75,17,53,4
2,0,6,7,0,0.0,0,0.0,0.0,23.0,0.0,0.0,8,61,4
2,0,4,9,0,0.0,0,0.0,0.0,27.0,0.0,0.0,1,73,4
1,1,4,9,1,0.109375,1,0.9999990000010001,0.33071891388307384,13.5,0.125,0.125,0,75,4
7,0,5,8,0,0.0,0,0.0,0.0,22.0,0.0,0.0,13,65,4
6,5,7,7,4,1.734375,0,0.8333331944444675,1.3169567191065923,6.0,0.0,0.625,20,56,4
5,4,6,8,3,1.0,0,0.799999840000032,1.0,8.0,0.0,0.5,5,79,4
2,3,5,7,2,0.484375,1,1.0,0.6959705453537527,7.0,0.125,0.375,0,72,4
1,2,5,7,1,0.1875,1,1.0,0.4330127018922193,9.333333333333334,0.25,0.25,3,69,4
1,4,8,8,3,1.0,1,1.0,1.0,9.4,0.25,0.5,0,82,4
2,4,7,8,3,1.0,1,1.0,1.0,9.0,0.125,0.5,0,82,4
7,2,6,7,1,0.1875,0,0.285714244897965,0.4330127018922193,9.666666666666666,0.0,0.25,19,69,4
7,0,4,8,0,0.0,0,0.0,0.0,15.0,0.0,0.0,13,64,4
2,1,9,10,1,0.109375,0,0.499999750000125,0.33071891388307384,27.0,0.0,0.125,7,83,4
2,0,12,9,0,0.0,0,0.0,0.0,61.0,0.0,0.0,5,86,4
1,1,14,8,1,0.109375,1,0.9999990000010001,0.33071891388307384,31.5,0.125,0.125,0,89,4
6,8,5,8,4,2.25,1,1.0,1.5,3.6666666666666665,0.0,1.0,17,77,4
6,1,5,9,1,0.109375,0,0.16666663888889352,0.33071891388307384,14.0,0.0,0.125,15,75,4
3,4,10,8,3,1.0,1,1.0,1.0,10.8,0.125,0.5,8,82,4
4,5,10,8,2,0.484375,1,1.0,0.6959705453537527,9.333333333333334,0.0,0.625,9,84,4
1,0,14,9,0,0.0,0,0.0,0.0,74.0,0.0,0.0,3,97,4
6,1,6,9,1,0.109375,0,0.16666663888889352,0.33071891388307384,17.0,0.0,0.125,18,75,4
3,0,10,9,0,0.0,0,0.0,0.0,55.0,0.0,0.0,11,85,4
1,8,11,7,3,1.5,1,1.0,1.224744871391589,6.222222222222222,0.5,1.0,0,94,4
8,11,5,7,4,1.984375,1,1.0,1.4086784586980805,2.6666666666666665,0.0,1.375,27,78,4
7,4,5,8,3,1.0,0,0.57142848979593,1.0,6.6,0.0,0.5,27,79,4
3,0,11,9,0,0.0,0,0.0,0.0,58.0,0.0,0.0,24,86,4
6,4,9,8,3,1.0,0,0.6666665555555741,1.0,9.6,0.0,0.5,25,82,4
1,4,22,6,2,0.5,1,1.0,0.7071067811865476,23.2,0.375,0.5,1,111,4
4,1,13,8,1,0.109375,0,0.24999993750001562,0.33071891388307384,29.5,0.0,0.125,22,89,4
5,2,12,9,2,0.4375,0,0.399999920000016,0.6614378277661477,20.0,0.0,0.25,24,91,4
5,1,11,9,1,0.109375,0,0.199999960000008,0.33071891388307384,29.0,0.0,0.125,21,95,4
1,2,17,7,1,0.1875,1,1.0,0.4330127018922193,30.666666666666668,0.25,0.25,0,120,4
3,1,13,8,1,0.109375,0,0.33333322222225925,0.33071891388307384,31.5,0.0,0.125,23,87,4
8,11,14,7,4,1.234375,1,1.0,1.1110243021644486,5.25,0.0,1.375,22,90,4
3,8,10,7,3,1.5,1,1.0,1.224744871391589,5.888888888888889,0.25,1.0,21,94,4
2,6,20,6,2,0.9375,1,1.0,0.9682458365518543,15.0,0.375,0.75,8,107,4
6,3,13,8,2,0.484375,0,0.49999991666668053,0.6959705453537527,16.5,0.0,0.375,26,96,4
3,3,12,8,2,0.484375,1,0.9999996666667778,0.6959705453537527,15.75,0.0,0.375,25,96,4
3,2,19,8,1,0.1875,0,0.6666664444445185,0.4330127018922193,34.333333333333336,0.0,0.25,29,104,4
8,8,12,7,3,1.5,1,0.9999998750000157,1.224744871391589,6.333333333333333,0.0,1.0,36,94,4
4,2,18,8,1,0.1875,0,0.49999987500003124,0.4330127018922193,33.0,0.0,0.25,28,103,4
5,0,13,9,0,0.0,0,0.0,0.0,69.0,0.0,0.0,29,97,4
3,2,17,8,1,0.1875,0,0.6666664444445185,0.4330127018922193,32.0,0.0,0.25,27,103,4
3,7,21,5,3,1.109375,1,1.0,1.0532687216470449,13.125,0.125,0.875,28,110,4
6,2,16,8,1,0.1875,0,0.33333327777778704,0.4330127018922193,30.0,0.0,0.25,34,101,4
3,9,22,5,3,1.359375,1,1.0,1.165922381636102,11.3,0.125,1.125,30,112,4
5,5,17,7,3,0.984375,1,0.99999980000004,0.9921567416492215,15.333333333333334,0.0,0.625,25,121,4
8,0,15,9,0,0.0,0,0.0,0.0,75.0,0.0,0.0,45,99,4
4,7,20,5,3,1.109375,1,1.0,1.0532687216470449,12.625,0.0,0.875,34,110,4
6,6,19,6,2,0.9375,1,0.9999998333333611,0.9682458365518543,14.142857142857142,0.0,0.75,40,107,4
3,6,17,6,4,1.6875,1,1.0,1.299038105676658,14.714285714285714,0.125,0.75,16,135,4
1,6,16,5,2,0.6875,1,1.0,0.82915619758885,13.714285714285714,0.5,0.75,12,147,4
6,7,23,5,3,1.109375,1,1.0,1.0532687216470449,14.5,0.0,0.875,40,110,4
1,0,18,6,0,0.0,0,0.0,0.0,99.0,0.0,0.0,13,149,4
5,1,16,8,1,0.109375,0,0.199999960000008,0.33071891388307384,44.0,0.0,0.125,34,123,4
2,0,16,7,0,0.0,0,0.0,0.0,99.0,0.0,0.0,14,145,4
8,2,15,8,1,0.1875,0,0.24999996875000394,0.4330127018922193,27.333333333333332,0.0,0.25,57,101,4
8,7,22,5,3,1.109375,0,0.8749998906250137,1.0532687216470449,13.5,0.0,0.875,57,110,4
1,6,17,5,2,0.6875,1,1.0,0.82915619758885,13.857142857142858,0.5,0.75,12,147,4
8,9,19,6,3,0.859375,1,1.0,0.9270248108869579,9.8,0.0,1.125,56,106,4
5,0,17,7,0,0.0,0,0.0,0.0,104.0,0.0,0.0,31,139,4
4,6,19,5,4,1.6875,1,1.0,1.299038105676658,14.285714285714286,0.125,0.75,24,150,4
6,13,18,5,3,0.734375,1,1.0,0.8569568250501305,7.285714285714286,0.0,1.625,50,130,4
8,2,17,7,1,0.1875,0,0.24999996875000394,0.4330127018922193,31.333333333333332,0.0,0.25,47,129,4
6,1,17,8,1,0.109375,0,0.16666663888889352,0.33071891388307384,46.5,0.0,0.125,49,125,4
5,0,17,7,0,0.0,0,0.0,0.0,106.0,0.0,0.0,40,143,4
6,6,16,6,4,1.6875,1,0.9999998333333611,1.299038105676658,13.857142857142858,0.0,0.75,51,135,4
7,5,17,6,2,0.484375,0,0.7142856122449125,0.6959705453537527,16.166666666666668,0.0,0.625,51,131,4
7,6,18,6,4,1.6875,0,0.857142734693895,1.299038105676658,15.142857142857142,0.0,0.75,54,135,4
7,0,17,6,0,0.0,0,0.0,0.0,92.0,0.0,0.0,43,148,4
8,6,20,5,4,1.6875,0,0.7499999062500118,1.299038105676658,14.857142857142858,0.0,0.75,43,150,4
3,30,0,1,4,0.4375,1,1.0,0.6614378277661477,0.0,0.875,3.75,0,1,5
3,20,0,3,4,3.75,1,1.0,1.9364916731037085,0.0,0.625,2.5,0,3,5
7,30,1,1,4,0.4375,1,1.0,0.6614378277661477,0.0967741935483871,0.0,3.75,0,1,5
7,8,0,5,4,2.25,1,1.0,1.5,0.0,0.0,1.0,0,10,5
4,17,0,4,4,3.609375,1,1.0,1.899835519196333,0.0,0.5,2.125,0,5,5
2,32,0,0,4,0.0,1,1.0,0.0,0.0,1.0,4.0,0,0,5
4,9,0,5,4,1.859375,1,1.0,1.3635890143294642,0.0,0.125,1.125,0,9,5
6,1,0,6,1,0.109375,0,0.16666663888889352,0.33071891388307384,0.0,0.0,0.125,1,12,5
6,11,0,5,4,2.484375,1,1.0,1.5761900266148114,0.0,0.0,1.375,0,17,5
7,13,0,5,4,3.484375,1,1.0,1.8666480653835098,0.0,0.0,1.625,0,7,5
3,9,0,5,4,2.109375,1,1.0,1.4523687548277813,0.0,0.25,1.125,0,18,5
3,7,1,6,3,1.609375,1,1.0,1.2686114456365274,0.5,0.25,0.875,0,20,5
4,7,0,6,3,1.609375,1,1.0,1.2686114456365274,0.0,0.0,0.875,0,20,5
6,6,2,7,3,1.6875,1,0.9999998333333611,1.299038105676658,2.0,0.0,0.75,0,23,5
2,13,0,4,4,2.734375,1,1.0,1.653594569415369,0.0,0.375,1.625,0,16,5
2,11,1,5,4,2.484375,1,1.0,1.5761900266148114,0.5,0.375,1.375,0,17,5
1,13,5,6,3,1.984375,1,1.0,1.4086784586980805,1.7857142857142858,0.625,1.625,0,31,5
5,12,0,5,4,2.25,1,1.0,1.5,0.0,0.0,1.5,0,19,5
1,7,3,7,4,1.859375,1,1.0,1.3635890143294642,2.25,0.375,0.875,1,26,5
7,6,0,7,3,1.6875,0,0.857142734693895,1.299038105676658,0.0,0.0,0.75,3,23,5
2,7,5,7,4,1.859375,1,1.0,1.3635890143294642,3.0,0.25,0.875,1,26,5
7,6,1,7,3,1.6875,0,0.857142734693895,1.299038105676658,1.0,0.0,0.75,8,23,5
4,0,2,8,0,0.0,0,0.0,0.0,14.0,0.0,0.0,7,24,5
