job_gpu,total_free,queue_length,running_jobs,max_free_node,variance_free,smaller_jobs_in_queue,demand_ratio,wait_time
7,2,1,7,2,0.4375,1,2.3333333333333335,5
6,4,0,7,2,0.5,0,1.2,1
8,3,1,6,2,0.484375,1,2.0,4
1,0,4,6,0,0.0,1,1.0,1
2,0,2,7,0,0.0,1,2.0,4
2,0,3,6,0,0.0,1,2.0,4
2,7,6,6,2,0.609375,3,0.25,5
1,7,3,5,2,0.609375,0,0.125,3
5,1,5,8,1,0.109375,4,2.5,4
6,7,3,6,2,0.609375,3,0.75,3
3,1,6,8,1,0.109375,3,1.5,6
2,7,4,6,2,0.609375,2,0.25,3
5,7,5,6,2,0.609375,4,0.625,5
4,7,2,5,2,0.609375,0,0.5,5
3,14,5,7,4,1.9375,2,0.2,5
3,4,5,8,1,0.25,1,0.6,1
6,2,4,10,1,0.1875,2,2.0,6
8,10,7,6,3,1.4375,7,0.7272727272727273,11
4,2,4,9,1,0.1875,1,1.3333333333333333,10
4,0,4,9,0,0.0,1,4.0,12
8,14,6,7,4,1.9375,6,0.5333333333333333,12
5,1,3,7,1,0.109375,2,2.5,9
8,8,4,5,3,1.75,4,0.8888888888888888,13
3,3,3,5,1,0.234375,0,0.75,0
4,3,4,5,1,0.234375,3,1.0,9
1,0,7,6,0,0.0,1,1.0,1
4,3,1,5,1,0.234375,0,1.0,5
2,0,8,6,0,0.0,2,2.0,7
4,3,2,5,1,0.234375,1,1.0,8
3,0,5,6,0,0.0,1,3.0,8
2,0,8,6,0,0.0,4,2.0,2
1,0,5,11,0,0.0,0,1.0,1
2,0,2,11,0,0.0,0,2.0,3
2,0,4,6,0,0.0,0,2.0,8
1,0,6,6,0,0.0,0,1.0,7
6,13,5,7,4,2.234375,4,0.42857142857142855,9
2,0,5,12,0,0.0,0,2.0,6
6,0,7,6,0,0.0,6,6.0,7
5,0,3,11,0,0.0,1,5.0,6
7,12,9,4,4,2.0,8,0.5384615384615384,16
1,0,2,9,0,0.0,0,1.0,2
4,0,3,9,0,0.0,1,4.0,3
1,0,6,12,0,0.0,0,1.0,6
1,4,2,6,2,0.5,1,0.2,0
6,0,4,9,0,0.0,2,6.0,6
4,2,5,8,1,0.1875,2,1.3333333333333333,5
2,8,5,6,4,2.25,0,0.2222222222222222,2
2,1,4,9,1,0.109375,0,1.0,1
7,0,4,11,0,0.0,4,7.0,16
8,3,6,10,1,0.234375,6,2.0,15
1,1,5,8,1,0.109375,0,0.5,0
5,4,5,7,2,0.5,2,1.0,15
1,20,5,3,4,2.25,0,0.047619047619047616,2
4,0,5,9,0,0.0,0,4.0,5
1,2,3,8,2,0.4375,0,0.3333333333333333,0
1,16,5,5,4,2.0,0,0.058823529411764705,0
5,0,4,8,0,0.0,0,5.0,2
5,4,3,6,2,0.5,3,1.0,10
8,4,4,6,2,0.5,4,1.6,16
7,1,3,9,1,0.109375,2,3.5,12
6,5,3,7,3,1.234375,1,1.0,6
4,4,7,4,2,0.75,0,0.8,0
6,5,3,6,2,0.734375,1,1.0,6
8,3,5,7,2,0.484375,5,2.0,21
8,0,4,9,0,0.0,4,8.0,16
6,13,7,3,4,2.234375,0,0.42857142857142855,5
8,5,4,6,2,0.734375,4,1.3333333333333333,19
6,12,7,3,4,2.75,1,0.46153846153846156,11
1,0,10,5,0,0.0,0,1.0,4
3,0,7,5,0,0.0,0,3.0,8
8,5,5,6,2,0.734375,5,1.3333333333333333,21
3,6,8,4,3,1.1875,1,0.42857142857142855,12
7,5,6,6,2,0.734375,2,1.1666666666666667,26
3,0,11,5,0,0.0,3,3.0,10
2,8,11,5,4,2.25,0,0.2222222222222222,17
6,0,8,5,0,0.0,3,6.0,19
1,8,11,5,4,2.0,0,0.1111111111111111,6
7,6,6,4,3,1.1875,2,1.0,33
5,0,9,5,0,0.0,2,5.0,25
8,13,6,3,4,2.234375,6,0.5714285714285714,36
6,6,11,5,3,1.1875,5,0.8571428571428571,29
7,4,12,4,2,0.75,9,1.4,28
6,0,11,7,0,0.0,5,6.0,28
7,8,12,5,4,2.0,10,0.7777777777777778,30
8,8,13,5,4,2.0,13,0.8888888888888888,31
4,0,12,7,0,0.0,2,4.0,18
7,0,13,7,0,0.0,11,7.0,28
4,22,0,2,4,2.9375,0,0.17391304347826086,0
7,7,0,6,4,2.359375,0,0.875,0
2,32,0,0,4,0.0,0,0.06060606060606061,0
8,32,1,0,4,0.0,1,0.24242424242424243,0
5,0,1,7,0,0.0,1,5.0,2
1,18,0,3,4,3.4375,0,0.05263157894736842,0
5,18,1,3,4,3.4375,1,0.2631578947368421,0
5,12,0,5,4,3.75,0,0.38461538461538464,0
2,0,0,7,0,0.0,0,2.0,3
2,11,4,5,4,2.234375,1,0.16666666666666666,0
7,0,2,7,0,0.0,2,7.0,4
7,12,2,6,4,2.75,2,0.5384615384615384,7
6,0,1,8,0,0.0,0,6.0,3
3,3,4,6,2,0.484375,0,0.75,0
4,6,2,6,3,1.6875,0,0.5714285714285714,7
5,0,3,7,0,0.0,2,5.0,3
4,7,5,5,4,2.359375,3,0.5,5
2,0,4,6,0,0.0,0,2.0,1
1,1,5,7,1,0.109375,0,0.5,0
8,3,2,6,2,0.484375,2,2.0,8
5,2,4,6,2,0.4375,3,1.6666666666666667,8
3,8,4,6,4,1.75,0,0.3333333333333333,0
4,0,2,7,0,0.0,1,4.0,8
4,3,3,6,2,0.484375,2,1.0,7
8,8,3,6,4,1.75,3,0.8888888888888888,11
2,1,7,8,1,0.109375,1,1.0,1
4,1,6,8,1,0.109375,0,2.0,2
7,1,3,8,1,0.109375,2,3.5,16
2,1,7,8,1,0.109375,0,1.0,3
7,1,6,7,1,0.109375,5,3.5,14
1,10,8,6,3,1.6875,0,0.09090909090909091,0
6,1,4,7,1,0.109375,3,3.0,12
1,10,10,6,4,2.1875,0,0.09090909090909091,2
2,5,11,7,2,0.484375,0,0.3333333333333333,2
6,1,5,8,1,0.109375,2,3.0,21
6,1,4,8,1,0.109375,1,3.0,20
3,2,8,7,2,0.4375,1,1.0,11
4,10,7,6,3,1.6875,0,0.36363636363636365,10
3,2,7,7,2,0.4375,0,1.0,5
1,2,11,8,2,0.4375,0,0.3333333333333333,0
6,10,7,6,4,2.1875,3,0.5454545454545454,17
3,9,11,7,3,1.109375,2,0.3,11
3,2,9,7,2,0.4375,2,1.0,16
4,0,11,9,0,0.0,3,4.0,8
8,2,5,8,2,0.4375,5,2.6666666666666665,25
3,0,10,9,0,0.0,2,3.0,6
3,0,14,8,0,0.0,1,3.0,6
5,0,10,9,0,0.0,3,5.0,13
1,6,15,6,2,0.6875,0,0.14285714285714285,3
2,6,15,6,3,1.1875,1,0.2857142857142857,6
5,0,11,8,0,0.0,4,5.0,15
4,4,15,6,2,0.5,3,0.8,8
8,2,6,8,2,0.4375,6,2.6666666666666665,38
3,5,11,7,2,0.734375,0,0.5,0
1,3,14,7,2,0.484375,0,0.25,2
2,4,14,8,2,0.5,1,0.4,5
5,6,14,7,2,0.6875,6,0.7142857142857143,16
2,4,13,8,2,0.5,0,0.4,5
5,0,13,9,0,0.0,6,5.0,16
3,0,12,8,0,0.0,0,3.0,4
6,6,11,7,2,0.6875,0,0.8571428571428571,0
1,8,14,5,3,1.0,0,0.1111111111111111,0
2,0,13,8,0,0.0,0,2.0,5
2,0,15,8,0,0.0,1,2.0,8
1,4,14,7,2,0.5,0,0.2,0
8,0,9,8,0,0.0,9,8.0,41
7,0,10,8,0,0.0,7,7.0,46
3,3,14,8,1,0.234375,0,0.75,0
2,5,13,6,4,1.734375,1,0.3333333333333333,0
7,2,10,8,2,0.4375,6,2.3333333333333335,49
7,0,12,9,0,0.0,8,7.0,53
8,2,9,8,2,0.4375,9,2.6666666666666665,54
3,0,14,6,0,0.0,2,3.0,5
7,6,15,7,2,0.6875,10,1.0,54
5,0,16,8,0,0.0,3,5.0,19
1,0,12,6,0,0.0,0,1.0,5
1,0,13,6,0,0.0,1,1.0,5
8,3,14,7,1,0.234375,14,2.0,58
6,6,12,7,2,0.6875,1,0.8571428571428571,38
7,4,12,7,2,0.5,6,1.4,28
7,6,16,7,2,0.6875,11,1.0,56
3,1,15,7,1,0.109375,1,1.5,7
8,3,14,7,1,0.234375,14,2.0,57
6,4,13,7,2,0.5,2,1.2,37
8,1,12,8,1,0.109375,12,4.0,59
8,5,10,7,2,0.734375,10,1.3333333333333333,58
8,0,14,8,0,0.0,14,8.0,54
7,5,13,5,1,0.234375,7,1.1666666666666667,36
2,1,15,7,1,0.109375,0,1.0,14
6,10,17,4,4,1.4375,5,0.5454545454545454,29
8,0,15,6,0,0.0,15,8.0,41
8,0,16,6,0,0.0,16,8.0,41
8,7,15,6,3,1.109375,15,1.0,36
3,0,15,6,0,0.0,3,3.0,31
5,1,13,7,1,0.109375,2,2.5,42
3,7,12,6,3,1.109375,0,0.375,35
2,8,19,4,3,1.0,1,0.2222222222222222,19
3,1,14,7,1,0.109375,1,1.5,34
5,7,13,6,3,1.109375,1,0.625,36
5,14,16,3,4,2.4375,9,0.3333333333333333,31
4,1,16,5,1,0.109375,4,2.0,33
5,0,16,6,0,0.0,6,5.0,38
4,1,18,5,1,0.109375,5,2.0,35
7,1,17,5,1,0.109375,11,3.5,44
6,1,18,5,1,0.109375,10,3.0,30
7,1,18,5,1,0.109375,12,3.5,45
7,14,17,3,4,2.4375,14,0.4666666666666667,40
8,1,17,5,1,0.109375,17,4.0,46
7,1,16,5,1,0.109375,13,3.5,45
7,1,19,5,1,0.109375,15,3.5,47
5,20,0,2,4,3.75,0,0.23809523809523808,0
4,32,1,0,4,0.0,0,0.12121212121212122,0
1,7,0,4,4,2.359375,0,0.125,0
8,32,0,0,4,0.0,0,0.24242424242424243,0
2,7,1,4,4,2.359375,1,0.25,0
8,20,1,2,4,3.75,1,0.38095238095238093,0
6,7,2,4,4,2.359375,2,0.75,4
1,8,0,4,4,2.25,0,0.1111111111111111,0
1,3,0,6,3,0.984375,0,0.25,0
7,3,1,6,3,0.984375,1,1.75,1
4,8,1,4,4,2.25,1,0.4444444444444444,0
1,8,0,4,4,1.75,0,0.1111111111111111,0
8,14,0,5,4,3.1875,0,0.5333333333333333,0
5,3,0,7,2,0.484375,0,1.25,3
4,7,0,5,4,1.859375,0,0.5,0
5,7,1,5,4,1.859375,1,0.625,2
5,3,1,6,2,0.484375,1,1.25,1
1,10,3,5,4,2.1875,0,0.09090909090909091,4
8,10,5,5,4,2.1875,5,0.7272727272727273,11
5,5,7,7,4,1.734375,0,0.8333333333333334,0
2,3,8,7,2,0.484375,0,0.5,0
5,3,2,6,2,0.484375,2,1.25,9
7,0,4,7,0,0.0,3,7.0,15
6,10,4,5,4,2.1875,4,0.5454545454545454,11
4,0,6,7,0,0.0,0,4.0,8
6,14,7,5,4,2.4375,1,0.4,4
7,0,6,7,0,0.0,5,7.0,21
2,1,10,6,1,0.109375,0,1.0,3
7,0,5,7,0,0.0,4,7.0,21
1,0,9,7,0,0.0,0,1.0,7
3,6,9,5,2,0.6875,1,0.42857142857142855,12
3,0,7,7,0,0.0,0,3.0,13
4,6,8,5,2,0.6875,2,0.5714285714285714,16
6,6,10,5,2,0.6875,5,0.8571428571428571,19
7,3,7,7,2,0.484375,5,1.75,30
3,8,10,5,4,2.0,2,0.3333333333333333,28
1,8,11,6,4,2.25,0,0.1111111111111111,1
3,0,10,7,0,0.0,3,3.0,22
5,0,9,6,0,0.0,5,5.0,26
8,4,7,6,3,1.0,7,1.6,36
7,0,9,7,0,0.0,8,7.0,28
4,0,10,6,0,0.0,5,4.0,28
5,3,13,6,2,0.484375,7,1.25,13
1,2,16,8,1,0.1875,0,0.3333333333333333,0
1,1,12,6,1,0.109375,1,0.5,9
6,0,10,7,0,0.0,6,6.0,26
2,8,12,6,4,2.25,1,0.2222222222222222,10
4,6,12,6,2,0.6875,4,0.5714285714285714,22
4,3,14,6,3,0.984375,5,1.0,18
8,4,10,6,4,1.75,10,1.6,27
7,0,11,7,0,0.0,9,7.0,35
1,8,15,6,3,1.0,0,0.1111111111111111,0
1,6,14,7,4,1.6875,0,0.14285714285714285,0
4,4,16,7,3,1.0,3,0.8,16
7,0,12,7,0,0.0,10,7.0,31
8,2,11,6,1,0.1875,11,2.6666666666666665,37
5,3,15,6,3,0.984375,8,1.25,19
3,2,15,7,1,0.1875,1,1.0,1
7,3,13,6,3,0.984375,11,1.75,36
4,1,14,7,1,0.109375,0,2.0,7
3,0,15,7,0,0.0,2,3.0,24
8,0,16,7,0,0.0,16,8.0,33
2,2,22,6,2,0.4375,0,0.6666666666666666,0
6,0,17,7,0,0.0,10,6.0,37
5,8,15,7,4,2.25,4,0.5555555555555556,25
8,2,14,8,1,0.1875,14,2.6666666666666665,35
4,3,21,5,3,0.984375,1,1.0,3
1,0,19,6,0,0.0,0,1.0,3
6,2,15,8,1,0.1875,8,2.0,41
1,10,21,5,4,1.9375,0,0.09090909090909091,2
1,7,20,6,2,0.609375,0,0.125,1
1,13,20,5,4,2.984375,1,0.07142857142857142,0
7,0,15,9,0,0.0,11,7.0,42
5,1,14,8,1,0.109375,5,2.5,37
6,0,13,9,0,0.0,6,6.0,33
3,2,20,6,2,0.4375,1,1.0,4
7,1,14,8,1,0.109375,11,3.5,42
2,2,21,8,1,0.1875,0,0.6666666666666666,0
5,15,15,6,4,2.359375,3,0.3125,43
6,2,17,7,1,0.1875,9,2.0,45
7,0,14,8,0,0.0,11,7.0,43
3,4,18,8,2,0.75,1,0.6,20
5,2,23,6,2,0.4375,6,1.6666666666666667,43
6,1,15,7,1,0.109375,9,3.0,42
5,2,16,7,1,0.1875,5,1.6666666666666667,45
6,2,17,6,2,0.4375,10,2.0,47
7,2,18,6,2,0.4375,15,2.3333333333333335,49
7,2,19,6,2,0.4375,16,2.3333333333333335,59
5,11,23,5,4,1.484375,6,0.4166666666666667,50
8,2,16,6,2,0.4375,16,2.6666666666666665,51
6,2,21,6,2,0.4375,11,2.0,50
5,0,20,6,0,0.0,7,5.0,51
1,0,22,6,0,0.0,0,1.0,15
2,5,25,5,2,0.734375,1,0.3333333333333333,19
3,1,20,9,1,0.109375,1,1.5,44
5,3,20,6,2,0.484375,5,1.25,51
3,12,22,4,4,2.0,2,0.23076923076923078,35
7,1,18,9,1,0.109375,16,3.5,45
4,13,21,5,4,2.984375,3,0.2857142857142857,46
8,2,20,6,2,0.4375,20,2.6666666666666665,67
5,2,22,8,1,0.1875,10,1.6666666666666667,48
4,0,22,9,0,0.0,3,4.0,49
6,12,23,4,4,2.0,14,0.46153846153846156,47
3,1,22,6,1,0.109375,3,1.5,43
3,0,24,6,0,0.0,4,3.0,43
7,1,19,9,1,0.109375,17,3.5,60
7,2,21,6,2,0.4375,19,2.3333333333333335,50
7,13,23,4,4,2.984375,20,0.5,60
7,0,23,6,0,0.0,20,7.0,60
8,13,22,4,4,2.984375,22,0.5714285714285714,58
6,32,0,0,4,0.0,0,0.18181818181818182,0
1,22,0,2,4,2.9375,0,0.043478260869565216,0
1,22,1,2,4,2.9375,1,0.043478260869565216,0
7,9,0,7,4,2.859375,0,0.7,0
1,2,2,8,2,0.4375,0,0.3333333333333333,0
6,20,0,4,4,3.75,0,0.2857142857142857,0
1,14,0,5,4,3.4375,0,0.06666666666666667,0
3,9,1,7,4,2.859375,0,0.3,5
4,14,1,5,4,3.4375,1,0.26666666666666666,0
4,32,1,0,4,0.0,0,0.12121212121212122,0
5,4,4,9,2,0.5,3,1.0,5
4,8,3,7,3,1.5,0,0.4444444444444444,2
1,1,3,10,1,0.109375,0,0.5,0
5,2,1,8,2,0.4375,1,1.6666666666666667,8
3,4,1,9,2,0.5,0,0.6,0
1,4,3,9,2,0.5,0,0.2,0
2,8,4,7,3,1.5,0,0.2222222222222222,0
6,1,3,9,1,0.109375,1,3.0,9
6,4,2,9,2,0.5,2,1.2,4
8,10,2,8,4,2.1875,2,0.7272727272727273,9
4,1,4,9,1,0.109375,1,2.0,3
2,1,6,9,1,0.109375,0,1.0,5
6,1,5,9,1,0.109375,3,3.0,16
3,1,7,9,1,0.109375,1,1.5,4
2,1,7,8,1,0.109375,0,1.0,4
4,5,7,8,2,0.734375,2,0.6666666666666666,14
7,5,6,8,3,0.984375,5,1.1666666666666667,15
7,10,3,8,4,2.1875,2,0.6363636363636364,17
7,1,8,9,1,0.109375,7,3.5,20
4,7,5,6,3,1.109375,1,0.5,13
3,2,14,6,1,0.1875,0,1.0,1
3,2,15,6,1,0.1875,1,1.0,6
6,5,5,6,2,0.734375,4,1.0,17
6,5,6,6,2,0.734375,5,1.0,18
4,14,6,5,4,3.1875,3,0.26666666666666666,17
7,1,6,7,1,0.109375,6,3.5,17
4,7,6,6,3,1.109375,2,0.5,16
1,7,15,5,4,1.859375,0,0.125,1
4,8,12,6,3,1.0,1,0.4444444444444444,7
8,1,8,7,1,0.109375,8,4.0,25
3,7,14,6,3,1.109375,1,0.375,5
1,4,13,6,2,0.5,0,0.2,0
8,1,7,7,1,0.109375,7,4.0,24
4,0,12,8,0,0.0,1,4.0,14
4,0,13,8,0,0.0,2,4.0,15
7,1,9,7,1,0.109375,7,3.5,28
6,1,10,7,1,0.109375,5,3.0,35
4,8,12,5,3,1.25,3,0.4444444444444444,16
2,8,11,5,3,1.25,0,0.2222222222222222,7
7,1,11,7,1,0.109375,9,3.5,42
3,8,13,5,3,1.25,1,0.3333333333333333,17
6,3,13,6,1,0.234375,6,1.5,38
8,3,12,6,1,0.234375,12,2.0,43
2,1,13,6,1,0.109375,1,1.0,14
1,0,17,7,0,0.0,0,1.0,2
3,1,15,6,1,0.109375,3,1.5,17
8,3,14,6,1,0.234375,14,2.0,52
2,1,14,6,1,0.109375,1,1.0,13
6,1,12,7,1,0.109375,4,3.0,42
7,0,14,6,0,0.0,10,7.0,52
2,13,15,4,4,1.234375,2,0.14285714285714285,12
3,1,13,6,1,0.109375,3,1.5,25
8,1,14,6,1,0.109375,14,4.0,42
4,13,17,4,3,1.484375,6,0.2857142857142857,21
8,0,14,6,0,0.0,14,8.0,56
2,0,17,8,0,0.0,1,2.0,14
6,13,16,4,3,1.484375,10,0.42857142857142855,41
3,0,13,7,0,0.0,4,3.0,32
1,0,21,7,0,0.0,0,1.0,2
6,1,15,6,1,0.109375,9,3.0,40
2,0,18,7,0,0.0,1,2.0,11
3,0,14,7,0,0.0,5,3.0,37
5,5,16,5,3,0.984375,7,0.8333333333333334,40
3,0,15,7,0,0.0,6,3.0,41
3,10,18,6,3,1.1875,7,0.2727272727272727,34
3,0,16,8,0,0.0,5,3.0,36
2,0,22,7,0,0.0,1,2.0,3
4,0,18,7,0,0.0,9,4.0,41
3,8,19,6,3,1.25,7,0.3333333333333333,26
6,0,16,7,0,0.0,12,6.0,41
1,7,20,7,4,1.609375,0,0.125,0
5,0,20,8,0,0.0,10,5.0,32
6,0,20,7,0,0.0,15,6.0,28
2,2,16,9,1,0.1875,0,0.6666666666666666,0
3,0,19,7,0,0.0,7,3.0,27
5,0,18,7,0,0.0,9,5.0,31
4,2,19,6,1,0.1875,9,1.3333333333333333,30
6,0,18,8,0,0.0,13,6.0,37
1,3,16,7,2,0.484375,0,0.25,0
3,0,19,7,0,0.0,6,3.0,26
5,2,21,9,1,0.1875,11,1.6666666666666667,30
7,0,17,8,0,0.0,15,7.0,50
7,0,18,8,0,0.0,16,7.0,57
4,5,22,7,2,0.484375,10,0.6666666666666666,31
7,0,19,8,0,0.0,17,7.0,66
7,5,21,7,2,0.484375,19,1.1666666666666667,45
4,0,16,10,0,0.0,4,4.0,20
4,2,17,8,1,0.1875,4,1.3333333333333333,23
6,3,17,8,2,0.484375,8,1.5,28
8,2,19,6,1,0.1875,19,2.6666666666666665,62
8,2,20,9,1,0.1875,20,2.6666666666666665,48
8,5,20,7,2,0.484375,20,1.3333333333333333,45
7,3,16,8,2,0.484375,12,1.75,40
7,0,17,8,0,0.0,13,7.0,38
8,0,20,7,0,0.0,20,8.0,53
7,3,17,7,2,0.484375,13,1.75,33
4,6,17,7,2,0.6875,3,0.5714285714285714,38
7,3,18,7,2,0.484375,14,1.75,41
6,6,16,7,2,0.6875,6,0.8571428571428571,38
6,3,17,7,2,0.484375,7,1.5,41
6,32,0,0,4,0.0,0,0.18181818181818182,0
2,26,0,1,4,1.9375,0,0.07407407407407407,0
3,11,0,4,4,3.234375,0,0.25,0
5,24,0,2,4,3.0,0,0.2,0
8,19,0,3,4,3.484375,0,0.4,0
4,0,0,7,0,0.0,0,4.0,5
3,8,1,5,4,2.0,0,0.3333333333333333,0
6,11,1,4,4,3.234375,1,0.5,0
5,2,0,6,2,0.4375,0,1.6666666666666667,2
5,5,2,6,4,1.734375,0,0.8333333333333334,0
7,2,1,6,2,0.4375,1,2.3333333333333335,11
5,1,4,6,1,0.109375,1,2.5,7
6,2,2,6,2,0.4375,1,2.0,5
5,1,3,6,1,0.109375,0,2.5,6
2,6,6,5,4,1.6875,0,0.2857142857142857,4
3,3,5,7,2,0.484375,0,0.75,0
2,0,6,6,0,0.0,1,2.0,3
1,0,5,8,0,0.0,0,1.0,3
5,5,4,6,4,1.734375,1,0.8333333333333334,4
5,3,4,7,2,0.484375,2,1.25,5
8,1,2,6,1,0.109375,2,4.0,18
1,0,2,7,0,0.0,0,1.0,3
3,3,4,7,3,0.984375,0,0.75,0
8,6,5,5,4,1.6875,5,1.1428571428571428,31
5,11,4,6,3,1.984375,1,0.4166666666666667,5
4,2,3,8,1,0.1875,0,1.3333333333333333,2
4,2,4,8,1,0.1875,1,1.3333333333333333,9
5,3,5,7,3,0.984375,2,1.25,15
7,5,3,6,4,1.734375,1,1.1666666666666667,18
3,1,5,6,1,0.109375,0,1.5,8
4,0,3,7,0,0.0,0,4.0,5
2,0,5,6,0,0.0,0,2.0,8
6,1,5,7,1,0.109375,2,3.0,18
8,0,6,8,0,0.0,6,8.0,21
5,0,4,6,0,0.0,2,5.0,4
1,3,7,6,1,0.234375,0,0.25,0
4,0,6,6,0,0.0,2,4.0,9
4,5,5,5,2,0.484375,2,0.6666666666666666,8
7,1,4,6,1,0.109375,3,3.5,20
7,5,6,5,2,0.484375,6,1.1666666666666667,12
8,0,6,6,0,0.0,6,8.0,12
1,2,8,7,2,0.4375,0,0.3333333333333333,0
4,0,8,6,0,0.0,3,4.0,21
6,0,9,6,0,0.0,5,6.0,25
4,0,10,7,0,0.0,2,4.0,17
5,2,7,7,2,0.4375,1,1.6666666666666667,15
2,0,8,7,0,0.0,0,2.0,15
7,0,7,6,0,0.0,6,7.0,24
1,0,17,6,0,0.0,0,1.0,1
5,8,7,6,3,1.0,2,0.5555555555555556,28
6,8,8,6,3,1.0,4,0.6666666666666666,30
7,6,7,6,3,0.9375,6,1.0,21
2,1,12,6,1,0.109375,2,1.0,23
8,10,7,6,4,1.4375,7,0.7272727272727273,26
1,0,18,7,0,0.0,1,1.0,16
2,1,11,6,1,0.109375,1,1.0,19
1,0,16,7,0,0.0,0,1.0,12
5,1,13,6,1,0.109375,7,2.5,29
1,0,20,7,0,0.0,2,1.0,16
1,0,20,7,0,0.0,3,1.0,19
5,1,14,6,1,0.109375,8,2.5,33
2,1,16,6,1,0.109375,3,1.0,26
2,8,16,6,3,1.0,4,0.2222222222222222,20
8,0,9,7,0,0.0,9,8.0,32
3,0,16,6,0,0.0,4,3.0,28
1,0,22,7,0,0.0,4,1.0,17
5,2,16,6,2,0.4375,11,1.6666666666666667,33
2,11,26,6,3,1.234375,6,0.16666666666666666,13
4,0,17,7,0,0.0,8,4.0,37
2,1,26,7,1,0.109375,6,1.0,11
1,0,26,10,0,0.0,2,1.0,4
6,1,15,6,1,0.109375,11,3.0,38
4,1,17,6,1,0.109375,5,2.0,38
7,1,16,6,1,0.109375,14,3.5,40
3,0,22,8,0,0.0,8,3.0,33
1,1,25,8,1,0.109375,0,0.5,0
3,0,25,10,0,0.0,8,3.0,25
5,0,19,7,0,0.0,14,5.0,38
5,0,21,7,0,0.0,16,5.0,41
3,10,23,5,3,0.9375,10,0.2727272727272727,35
2,1,24,9,1,0.109375,1,1.0,8
4,0,24,8,0,0.0,11,4.0,39
1,4,25,8,2,0.75,0,0.2,0
2,7,24,8,3,0.859375,5,0.25,23
7,0,21,8,0,0.0,17,7.0,36
3,2,23,11,2,0.4375,6,1.0,24
5,7,25,8,3,0.859375,18,0.625,38
1,0,21,9,0,0.0,0,1.0,4
5,0,25,8,0,0.0,17,5.0,41
8,5,23,6,2,0.484375,23,1.3333333333333333,54
4,0,24,10,0,0.0,11,4.0,44
8,10,24,5,3,0.9375,24,0.7272727272727273,51
6,8,25,10,3,1.0,19,0.6666666666666666,44
3,5,22,8,2,0.484375,5,0.5,29
8,2,23,6,2,0.4375,23,2.6666666666666665,58
4,1,23,9,1,0.109375,10,2.0,37
3,6,25,7,2,0.6875,8,0.42857142857142855,38
8,0,23,8,0,0.0,23,8.0,59
3,1,22,9,1,0.109375,6,1.5,30
2,0,21,10,0,0.0,0,2.0,34
5,5,21,9,3,0.984375,14,0.8333333333333334,43
5,5,22,9,3,0.984375,15,0.8333333333333334,48
4,0,22,10,0,0.0,8,4.0,37
8,1,21,9,1,0.109375,21,4.0,45
8,6,24,7,2,0.6875,24,1.1428571428571428,45
7,1,26,8,1,0.109375,20,3.5,50
5,5,22,8,3,0.984375,12,0.8333333333333334,38
6,0,22,9,0,0.0,15,6.0,38
6,11,23,7,3,0.734375,15,0.5,43
5,0,21,10,0,0.0,12,5.0,40
3,16,0,3,4,4.0,0,0.17647058823529413,0
1,13,1,4,4,3.484375,0,0.07142857142857142,0
4,32,0,0,4,0.0,0,0.12121212121212122,0
8,13,0,4,4,3.484375,0,0.5714285714285714,0
7,28,0,1,4,1.75,0,0.2413793103448276,0
5,28,1,1,4,1.75,0,0.1724137931034483,0
4,4,1,6,4,1.75,0,0.8,0
5,1,2,7,1,0.109375,0,2.5,1
2,0,2,7,0,0.0,0,2.0,1
1,4,3,5,3,1.0,0,0.2,0
8,8,0,6,4,2.25,0,0.8888888888888888,0
6,4,0,6,4,1.75,0,1.2,8
8,0,1,7,0,0.0,1,8.0,6
2,6,0,6,4,1.6875,0,0.2857142857142857,0
1,0,5,7,0,0.0,1,1.0,4
1,0,9,7,0,0.0,2,1.0,2
5,4,0,7,3,1.0,0,1.0,1
2,0,6,7,0,0.0,2,2.0,9
1,1,4,8,1,0.109375,0,0.5,0
4,0,4,7,0,0.0,2,4.0,6
1,0,0,7,0,0.0,0,1.0,9
4,0,1,7,0,0.0,1,4.0,8
3,5,5,8,3,0.984375,0,0.5,6
5,0,3,7,0,0.0,2,5.0,8
8,0,2,7,0,0.0,2,8.0,9
1,1,8,9,1,0.109375,0,0.5,0
2,1,4,9,1,0.109375,1,1.0,1
6,6,5,8,4,1.6875,2,0.8571428571428571,17
4,5,4,8,3,0.984375,0,0.6666666666666666,0
3,4,9,8,3,1.0,0,0.6,0
1,6,9,7,4,1.6875,0,0.14285714285714285,1
8,0,8,7,0,0.0,8,8.0,23
2,2,8,7,1,0.1875,0,0.6666666666666666,0
5,1,6,9,1,0.109375,1,2.5,16
1,3,6,6,2,0.484375,0,0.25,0
7,0,7,7,0,0.0,6,7.0,25
5,3,8,8,1,0.234375,2,1.25,12
4,2,7,7,1,0.1875,0,1.3333333333333333,4
7,1,5,9,1,0.109375,3,3.5,26
7,1,7,9,1,0.109375,5,3.5,29
1,1,10,5,1,0.109375,0,0.5,0
8,1,3,8,1,0.109375,3,4.0,27
5,2,6,7,1,0.1875,2,1.6666666666666667,21
4,7,6,5,4,1.609375,0,0.5,11
8,4,8,8,3,1.0,8,1.6,34
1,0,11,6,0,0.0,0,1.0,6
5,0,5,7,0,0.0,1,5.0,20
1,1,9,8,1,0.109375,0,0.5,0
1,0,9,7,0,0.0,1,1.0,4
